Date,RANK,Provider Quotes,Premium,Occ Class,Deferred Period,PaymentTerm,ProviderApplications,womApplications
2024-04-08 00:00:00,1,0,Level,13,2,2-Year,0,0
2024-04-08 00:00:00,1,0,Level,13,2,Full,0,2
2024-04-08 00:00:00,1,0,Level,13,3,2-Year,0,0
2024-04-08 00:00:00,1,0,Level,13,4,2-Year,0,2
2024-04-08 00:00:00,1,0,Level,26,2,2-Year,0,2
2024-04-08 00:00:00,1,0,Level,26,3,2-Year,0,4
2024-04-08 00:00:00,1,0,Level,4,2,2-Year,0,2
2024-04-08 00:00:00,1,0,Level,52+,1,2-Year,0,0
2024-04-08 00:00:00,1,0,Level,52+,2,2-Year,0,0
2024-04-08 00:00:00,1,0,Level,52+,3,2-Year,0,4
2024-04-08 00:00:00,1,0,Level,52+,3,Full,0,0
2024-04-08 00:00:00,1,0,Level,52+,4,2-Year,0,0
2024-04-08 00:00:00,1,0,Level,8,2,2-Year,0,2
2024-04-08 00:00:00,1,0,Level,8,2,Full,0,0
2024-04-08 00:00:00,1,0,Level,8,3,2-Year,0,0
2024-04-08 00:00:00,1,0,Level,8,3,Full,0,0
2024-04-08 00:00:00,1,1,Age-Costed,0-1,4,Full,0,0
2024-04-08 00:00:00,1,1,Age-Costed,52+,2,2-Year,0,0
2024-04-08 00:00:00,1,1,Age-Costed,8,2,2-Year,0,0
2024-04-08 00:00:00,1,1,Level,13,1,2-Year,0,8
2024-04-08 00:00:00,1,1,Level,26,1,2-Year,0,0
2024-04-08 00:00:00,1,1,Level,52+,2,Full,0,2
2024-04-08 00:00:00,1,1,Level,52+,4,Full,0,0
2024-04-08 00:00:00,1,1,Level,8,1,2-Year,0,2
2024-04-08 00:00:00,1,2,Age-Costed,13,2,2-Year,0,0
2024-04-08 00:00:00,1,2,Age-Costed,52+,3,2-Year,0,0
2024-04-08 00:00:00,1,2,Age-Costed,52+,4,2-Year,0,0
2024-04-08 00:00:00,1,2,Level,26,2,Full,0,4
2024-04-08 00:00:00,1,2,Level,26,4,2-Year,0,2
2024-04-08 00:00:00,1,2,Level,52+,1,Full,0,0
2024-04-08 00:00:00,1,2,Level,8,4,2-Year,0,4
2024-04-08 00:00:00,1,3,Age-Costed,0-1,2,Full,0,0
2024-04-08 00:00:00,1,3,Age-Costed,0-1,3,2-Year,0,0
2024-04-08 00:00:00,1,3,Level,26,4,Full,0,0
2024-04-08 00:00:00,1,4,Age-Costed,0-1,1,2-Year,0,0
2024-04-08 00:00:00,1,4,Age-Costed,0-1,1,Full,0,0
2024-04-08 00:00:00,1,4,Age-Costed,0-1,3,Full,0,0
2024-04-08 00:00:00,1,4,Age-Costed,0-1,4,2-Year,0,0
2024-04-08 00:00:00,1,4,Age-Costed,13,3,2-Year,0,0
2024-04-08 00:00:00,1,4,Age-Costed,52+,4,Full,0,0
2024-04-08 00:00:00,1,4,Age-Costed,8,3,2-Year,0,0
2024-04-08 00:00:00,1,4,Level,4,3,2-Year,0,2
2024-04-08 00:00:00,1,5,Age-Costed,4,2,2-Year,0,0
2024-04-08 00:00:00,1,5,Age-Costed,8,3,Full,0,0
2024-04-08 00:00:00,1,5,Level,8,1,Full,2,6
2024-04-08 00:00:00,1,6,Age-Costed,26,2,2-Year,0,0
2024-04-08 00:00:00,1,6,Age-Costed,8,2,Full,0,0
2024-04-08 00:00:00,1,6,Age-Costed,8,4,Full,0,0
2024-04-08 00:00:00,1,6,Level,13,4,Full,0,2
2024-04-08 00:00:00,1,7,Age-Costed,52+,3,Full,0,0
2024-04-08 00:00:00,1,7,Level,13,3,Full,0,0
2024-04-08 00:00:00,1,7,Level,8,4,Full,0,0
2024-04-08 00:00:00,1,8,Age-Costed,26,3,2-Year,2,4
2024-04-08 00:00:00,1,11,Age-Costed,26,4,2-Year,0,0
2024-04-08 00:00:00,1,11,Level,26,3,Full,0,0
2024-04-08 00:00:00,1,13,Age-Costed,8,4,2-Year,0,0
2024-04-08 00:00:00,1,13,Level,26,1,Full,2,2
2024-04-08 00:00:00,1,15,Age-Costed,26,4,Full,0,0
2024-04-08 00:00:00,1,18,Age-Costed,52+,2,Full,0,0
2024-04-08 00:00:00,1,18,Level,4,1,2-Year,0,4
2024-04-08 00:00:00,1,19,Age-Costed,13,4,2-Year,0,2
2024-04-08 00:00:00,1,20,Level,13,1,Full,0,12
2024-04-08 00:00:00,1,20,Level,4,4,2-Year,0,10
2024-04-08 00:00:00,1,21,Level,4,2,Full,0,0
2024-04-08 00:00:00,1,23,Age-Costed,4,3,2-Year,0,4
2024-04-08 00:00:00,1,23,Age-Costed,52+,1,2-Year,0,0
2024-04-08 00:00:00,1,34,Level,4,4,Full,0,4
2024-04-08 00:00:00,1,35,Age-Costed,4,2,Full,0,2
2024-04-08 00:00:00,1,40,Age-Costed,13,3,Full,0,0
2024-04-08 00:00:00,1,42,Age-Costed,13,4,Full,0,0
2024-04-08 00:00:00,1,46,Level,4,3,Full,0,2
2024-04-08 00:00:00,1,48,Age-Costed,26,1,2-Year,0,0
2024-04-08 00:00:00,1,48,Age-Costed,26,3,Full,6,6
2024-04-08 00:00:00,1,49,Age-Costed,8,1,Full,0,0
2024-04-08 00:00:00,1,51,Age-Costed,13,2,Full,0,0
2024-04-08 00:00:00,1,54,Age-Costed,8,1,2-Year,0,0
2024-04-08 00:00:00,1,57,Age-Costed,26,2,Full,0,0
2024-04-08 00:00:00,1,63,Age-Costed,4,4,2-Year,0,0
2024-04-08 00:00:00,1,73,Age-Costed,52+,1,Full,0,0
2024-04-08 00:00:00,1,80,Age-Costed,13,1,2-Year,2,2
2024-04-08 00:00:00,1,83,Age-Costed,4,3,Full,0,0
2024-04-08 00:00:00,1,91,Age-Costed,4,4,Full,2,2
2024-04-08 00:00:00,1,148,Level,4,1,Full,0,0
2024-04-08 00:00:00,1,164,Age-Costed,4,1,Full,0,0
2024-04-08 00:00:00,1,183,Age-Costed,26,1,Full,6,6
2024-04-08 00:00:00,1,193,Age-Costed,4,1,2-Year,0,0
2024-04-08 00:00:00,1,306,Age-Costed,13,1,Full,2,2
2024-04-08 00:00:00,2,0,Age-Costed,0-1,1,2-Year,0,0
2024-04-08 00:00:00,2,0,Age-Costed,0-1,2,Full,0,0
2024-04-08 00:00:00,2,0,Age-Costed,13,2,2-Year,0,0
2024-04-08 00:00:00,2,0,Age-Costed,26,2,2-Year,0,0
2024-04-08 00:00:00,2,0,Age-Costed,52+,4,Full,0,0
2024-04-08 00:00:00,2,0,Level,13,2,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,13,3,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,26,2,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,26,3,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,4,2,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,52+,1,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,52+,2,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,52+,3,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,52+,3,Full,0,0
2024-04-08 00:00:00,2,0,Level,52+,4,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,8,1,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,8,2,2-Year,0,0
2024-04-08 00:00:00,2,0,Level,8,3,2-Year,0,2
2024-04-08 00:00:00,2,1,Age-Costed,0-1,2,2-Year,0,0
2024-04-08 00:00:00,2,1,Age-Costed,8,3,Full,0,0
2024-04-08 00:00:00,2,1,Level,52+,2,Full,0,4
2024-04-08 00:00:00,2,1,Level,52+,4,Full,0,0
2024-04-08 00:00:00,2,1,Level,8,2,Full,0,0
2024-04-08 00:00:00,2,1,Level,8,3,Full,0,0
2024-04-08 00:00:00,2,2,Age-Costed,52+,4,2-Year,0,0
2024-04-08 00:00:00,2,2,Age-Costed,8,2,2-Year,0,0
2024-04-08 00:00:00,2,2,Level,26,4,2-Year,0,0
2024-04-08 00:00:00,2,2,Level,8,4,2-Year,0,0
2024-04-08 00:00:00,2,2,Level,8,4,Full,0,0
2024-04-08 00:00:00,2,3,Age-Costed,0-1,1,Full,0,0
2024-04-08 00:00:00,2,3,Age-Costed,0-1,3,2-Year,0,0
2024-04-08 00:00:00,2,3,Age-Costed,26,4,Full,0,0
2024-04-08 00:00:00,2,3,Age-Costed,52+,1,Full,0,0
2024-04-08 00:00:00,2,3,Age-Costed,52+,2,2-Year,0,0
2024-04-08 00:00:00,2,3,Age-Costed,8,3,2-Year,0,0
2024-04-08 00:00:00,2,4,Age-Costed,0-1,4,2-Year,0,0
2024-04-08 00:00:00,2,4,Age-Costed,26,4,2-Year,0,0
2024-04-08 00:00:00,2,4,Level,13,4,2-Year,0,0
2024-04-08 00:00:00,2,4,Level,26,2,Full,0,0
2024-04-08 00:00:00,2,5,Level,13,3,Full,0,0
2024-04-08 00:00:00,2,6,Age-Costed,52+,3,2-Year,0,0
2024-04-08 00:00:00,2,6,Age-Costed,8,4,2-Year,0,0
2024-04-08 00:00:00,2,6,Level,13,1,2-Year,0,0
2024-04-08 00:00:00,2,7,Level,26,1,2-Year,0,0
2024-04-08 00:00:00,2,8,Age-Costed,13,4,Full,0,0
2024-04-08 00:00:00,2,8,Age-Costed,52+,1,2-Year,0,0
2024-04-08 00:00:00,2,8,Age-Costed,8,2,Full,0,0
2024-04-08 00:00:00,2,8,Level,52+,1,Full,0,0
2024-04-08 00:00:00,2,9,Age-Costed,0-1,3,Full,0,0
2024-04-08 00:00:00,2,9,Level,26,4,Full,0,0
2024-04-08 00:00:00,2,9,Level,8,1,Full,0,0
2024-04-08 00:00:00,2,10,Age-Costed,13,3,2-Year,0,0
2024-04-08 00:00:00,2,10,Level,26,3,Full,0,0
2024-04-08 00:00:00,2,11,Age-Costed,8,4,Full,0,0
2024-04-08 00:00:00,2,11,Level,26,1,Full,0,0
2024-04-08 00:00:00,2,12,Level,13,2,Full,0,0
2024-04-08 00:00:00,2,13,Age-Costed,13,3,Full,0,0
2024-04-08 00:00:00,2,13,Age-Costed,13,4,2-Year,0,0
2024-04-08 00:00:00,2,14,Age-Costed,52+,2,Full,0,0
2024-04-08 00:00:00,2,14,Level,13,4,Full,0,0
2024-04-08 00:00:00,2,15,Age-Costed,0-1,4,Full,0,0
2024-04-08 00:00:00,2,17,Age-Costed,26,3,2-Year,0,0
2024-04-08 00:00:00,2,17,Age-Costed,52+,3,Full,0,0
2024-04-08 00:00:00,2,18,Age-Costed,13,2,Full,0,2
2024-04-08 00:00:00,2,19,Level,4,2,Full,0,0
2024-04-08 00:00:00,2,21,Age-Costed,26,1,Full,0,0
2024-04-08 00:00:00,2,21,Age-Costed,26,2,Full,0,0
2024-04-08 00:00:00,2,22,Age-Costed,26,3,Full,0,0
2024-04-08 00:00:00,2,22,Level,4,3,2-Year,2,4
2024-04-08 00:00:00,2,23,Age-Costed,4,2,2-Year,0,0
2024-04-08 00:00:00,2,26,Age-Costed,26,1,2-Year,2,2
2024-04-08 00:00:00,2,26,Age-Costed,8,1,2-Year,0,0
2024-04-08 00:00:00,2,27,Age-Costed,8,1,Full,0,0
2024-04-08 00:00:00,2,34,Age-Costed,4,2,Full,0,0
2024-04-08 00:00:00,2,37,Level,4,4,2-Year,0,2
2024-04-08 00:00:00,2,39,Age-Costed,13,1,2-Year,0,0
2024-04-08 00:00:00,2,41,Level,13,1,Full,0,8
2024-04-08 00:00:00,2,42,Age-Costed,13,1,Full,0,0
2024-04-08 00:00:00,2,45,Age-Costed,4,3,2-Year,0,0
2024-04-08 00:00:00,2,45,Age-Costed,4,3,Full,0,0
2024-04-08 00:00:00,2,46,Level,4,1,2-Year,0,2
2024-04-08 00:00:00,2,56,Age-Costed,4,4,2-Year,2,4
2024-04-08 00:00:00,2,57,Age-Costed,4,4,Full,2,2
2024-04-08 00:00:00,2,67,Level,4,3,Full,0,0
2024-04-08 00:00:00,2,86,Level,4,1,Full,0,0
2024-04-08 00:00:00,2,93,Age-Costed,4,1,2-Year,2,2
2024-04-08 00:00:00,2,97,Level,4,4,Full,0,0
2024-04-08 00:00:00,2,105,Age-Costed,4,1,Full,0,0
2024-04-08 00:00:00,3,0,Age-Costed,0-1,1,2-Year,0,0
2024-04-08 00:00:00,3,0,Age-Costed,0-1,1,Full,0,0
2024-04-08 00:00:00,3,0,Age-Costed,0-1,2,2-Year,0,0
2024-04-08 00:00:00,3,0,Age-Costed,52+,1,Full,0,0
2024-04-08 00:00:00,3,0,Age-Costed,52+,4,2-Year,0,0
2024-04-08 00:00:00,3,0,Age-Costed,52+,4,Full,0,0
2024-04-08 00:00:00,3,0,Level,13,2,2-Year,0,0
2024-04-08 00:00:00,3,0,Level,26,2,2-Year,0,0
2024-04-08 00:00:00,3,0,Level,52+,2,2-Year,0,0
2024-04-08 00:00:00,3,0,Level,52+,2,Full,0,2
2024-04-08 00:00:00,3,0,Level,52+,3,2-Year,0,0
2024-04-08 00:00:00,3,0,Level,8,2,2-Year,0,0
2024-04-08 00:00:00,3,0,Level,8,3,Full,0,0
2024-04-08 00:00:00,3,1,Age-Costed,8,1,2-Year,0,0
2024-04-08 00:00:00,3,1,Level,13,3,2-Year,0,0
2024-04-08 00:00:00,3,1,Level,26,3,2-Year,0,0
2024-04-08 00:00:00,3,1,Level,4,2,2-Year,0,0
2024-04-08 00:00:00,3,1,Level,52+,1,2-Year,0,0
2024-04-08 00:00:00,3,1,Level,52+,4,2-Year,0,0
2024-04-08 00:00:00,3,2,Age-Costed,0-1,2,Full,0,0
2024-04-08 00:00:00,3,2,Age-Costed,13,4,2-Year,0,0
2024-04-08 00:00:00,3,2,Age-Costed,26,1,Full,0,0
2024-04-08 00:00:00,3,2,Age-Costed,26,4,2-Year,0,0
2024-04-08 00:00:00,3,2,Age-Costed,26,4,Full,0,0
2024-04-08 00:00:00,3,2,Age-Costed,8,3,Full,0,0
2024-04-08 00:00:00,3,2,Level,52+,4,Full,0,0
2024-04-08 00:00:00,3,3,Age-Costed,0-1,3,2-Year,0,0
2024-04-08 00:00:00,3,3,Age-Costed,0-1,3,Full,0,0
2024-04-08 00:00:00,3,3,Age-Costed,8,3,2-Year,0,0
2024-04-08 00:00:00,3,3,Level,26,4,2-Year,0,0
2024-04-08 00:00:00,3,3,Level,8,3,2-Year,0,0
2024-04-08 00:00:00,3,4,Age-Costed,26,1,2-Year,0,0
2024-04-08 00:00:00,3,4,Age-Costed,52+,1,2-Year,0,0
2024-04-08 00:00:00,3,4,Age-Costed,52+,2,2-Year,0,0
2024-04-08 00:00:00,3,4,Level,13,2,Full,0,2
2024-04-08 00:00:00,3,4,Level,13,4,2-Year,0,0
2024-04-08 00:00:00,3,4,Level,8,1,2-Year,0,2
2024-04-08 00:00:00,3,5,Age-Costed,13,4,Full,0,0
2024-04-08 00:00:00,3,5,Age-Costed,26,2,Full,0,0
2024-04-08 00:00:00,3,5,Level,52+,3,Full,0,0
2024-04-08 00:00:00,3,5,Level,8,1,Full,2,2
2024-04-08 00:00:00,3,5,Level,8,2,Full,0,0
2024-04-08 00:00:00,3,6,Age-Costed,0-1,4,2-Year,0,0
2024-04-08 00:00:00,3,6,Age-Costed,13,3,Full,0,0
2024-04-08 00:00:00,3,6,Age-Costed,26,2,2-Year,0,0
2024-04-08 00:00:00,3,6,Age-Costed,52+,2,Full,0,0
2024-04-08 00:00:00,3,7,Age-Costed,4,2,Full,0,0
2024-04-08 00:00:00,3,7,Level,26,1,2-Year,0,2
2024-04-08 00:00:00,3,7,Level,26,4,Full,0,0
2024-04-08 00:00:00,3,8,Age-Costed,26,3,Full,0,0
2024-04-08 00:00:00,3,8,Age-Costed,4,1,2-Year,0,0
2024-04-08 00:00:00,3,8,Age-Costed,52+,3,Full,0,0
2024-04-08 00:00:00,3,8,Age-Costed,8,2,2-Year,0,0
2024-04-08 00:00:00,3,8,Level,52+,1,Full,0,2
2024-04-08 00:00:00,3,9,Age-Costed,0-1,4,Full,0,0
2024-04-08 00:00:00,3,9,Age-Costed,52+,3,2-Year,0,0
2024-04-08 00:00:00,3,9,Level,13,1,2-Year,0,0
2024-04-08 00:00:00,3,9,Level,13,3,Full,0,0
2024-04-08 00:00:00,3,10,Age-Costed,13,1,Full,0,0
2024-04-08 00:00:00,3,10,Level,4,3,2-Year,0,2
2024-04-08 00:00:00,3,11,Age-Costed,13,2,Full,0,0
2024-04-08 00:00:00,3,11,Level,26,3,Full,0,0
2024-04-08 00:00:00,3,11,Level,4,4,Full,0,0
2024-04-08 00:00:00,3,11,Level,8,4,2-Year,0,0
2024-04-08 00:00:00,3,12,Age-Costed,26,3,2-Year,0,0
2024-04-08 00:00:00,3,12,Level,4,2,Full,0,0
2024-04-08 00:00:00,3,13,Age-Costed,13,1,2-Year,0,0
2024-04-08 00:00:00,3,13,Age-Costed,8,4,Full,0,0
2024-04-08 00:00:00,3,13,Level,8,4,Full,0,0
2024-04-08 00:00:00,3,14,Age-Costed,13,3,2-Year,0,0
2024-04-08 00:00:00,3,14,Age-Costed,4,4,Full,0,0
2024-04-08 00:00:00,3,14,Age-Costed,8,2,Full,0,0
2024-04-08 00:00:00,3,14,Level,26,2,Full,0,0
2024-04-08 00:00:00,3,15,Level,13,4,Full,0,0
2024-04-08 00:00:00,3,16,Age-Costed,13,2,2-Year,0,0
2024-04-08 00:00:00,3,16,Age-Costed,8,1,Full,0,0
2024-04-08 00:00:00,3,16,Age-Costed,8,4,2-Year,0,0
2024-04-08 00:00:00,3,23,Level,26,1,Full,0,0
2024-04-08 00:00:00,3,23,Level,4,3,Full,0,0
2024-04-08 00:00:00,3,27,Age-Costed,4,3,Full,0,0
2024-04-08 00:00:00,3,28,Age-Costed,4,2,2-Year,0,0
2024-04-08 00:00:00,3,33,Age-Costed,4,4,2-Year,0,2
2024-04-08 00:00:00,3,35,Level,4,4,2-Year,2,2
2024-04-08 00:00:00,3,43,Age-Costed,4,1,Full,2,2
2024-04-08 00:00:00,3,43,Age-Costed,4,3,2-Year,0,4
2024-04-08 00:00:00,3,47,Level,4,1,Full,0,0
2024-04-08 00:00:00,3,71,Level,13,1,Full,2,4
2024-04-08 00:00:00,3,71,Level,4,1,2-Year,0,0
2024-04-08 00:00:00,4,0,Age-Costed,0-1,1,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,0-1,2,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,0-1,3,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,13,4,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,4,1,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,4,4,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,52+,1,2-Year,0,0
2024-04-08 00:00:00,4,0,Age-Costed,52+,1,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,52+,2,2-Year,0,0
2024-04-08 00:00:00,4,0,Age-Costed,52+,4,2-Year,0,0
2024-04-08 00:00:00,4,0,Age-Costed,52+,4,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,8,1,2-Year,0,0
2024-04-08 00:00:00,4,0,Age-Costed,8,1,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,8,3,Full,0,0
2024-04-08 00:00:00,4,0,Age-Costed,8,4,Full,0,0
2024-04-08 00:00:00,4,0,Level,52+,4,Full,0,0
2024-04-08 00:00:00,4,1,Age-Costed,13,1,2-Year,0,0
2024-04-08 00:00:00,4,1,Age-Costed,13,3,Full,0,0
2024-04-08 00:00:00,4,1,Age-Costed,26,1,2-Year,0,0
2024-04-08 00:00:00,4,1,Age-Costed,26,1,Full,0,0
2024-04-08 00:00:00,4,1,Age-Costed,26,2,Full,0,0
2024-04-08 00:00:00,4,1,Age-Costed,26,4,Full,0,0
2024-04-08 00:00:00,4,2,Age-Costed,26,4,2-Year,0,2
2024-04-08 00:00:00,4,2,Age-Costed,4,1,2-Year,0,0
2024-04-08 00:00:00,4,2,Age-Costed,4,3,Full,0,0
2024-04-08 00:00:00,4,2,Age-Costed,8,3,2-Year,0,0
2024-04-08 00:00:00,4,2,Level,26,4,Full,0,0
2024-04-08 00:00:00,4,3,Age-Costed,26,3,Full,0,0
2024-04-08 00:00:00,4,3,Level,52+,4,2-Year,0,0
2024-04-08 00:00:00,4,4,Age-Costed,0-1,1,2-Year,0,0
2024-04-08 00:00:00,4,4,Age-Costed,4,2,Full,0,0
2024-04-08 00:00:00,4,4,Age-Costed,52+,3,Full,0,0
2024-04-08 00:00:00,4,5,Age-Costed,0-1,4,Full,0,0
2024-04-08 00:00:00,4,5,Age-Costed,13,1,Full,0,0
2024-04-08 00:00:00,4,5,Age-Costed,13,2,Full,0,0
2024-04-08 00:00:00,4,6,Age-Costed,0-1,3,2-Year,0,0
2024-04-08 00:00:00,4,7,Age-Costed,13,4,2-Year,0,0
2024-04-08 00:00:00,4,7,Age-Costed,52+,2,Full,0,0
2024-04-08 00:00:00,4,7,Age-Costed,8,2,Full,0,0
2024-04-08 00:00:00,4,7,Level,8,3,Full,0,0
2024-04-08 00:00:00,4,8,Age-Costed,52+,3,2-Year,0,0
2024-04-08 00:00:00,4,8,Level,52+,2,2-Year,0,0
2024-04-08 00:00:00,4,8,Level,8,4,Full,0,0
2024-04-08 00:00:00,4,9,Level,8,3,2-Year,0,0
2024-04-08 00:00:00,4,10,Age-Costed,0-1,4,2-Year,0,0
2024-04-08 00:00:00,4,10,Age-Costed,13,3,2-Year,0,0
2024-04-08 00:00:00,4,12,Age-Costed,13,2,2-Year,0,0
2024-04-08 00:00:00,4,12,Level,26,4,2-Year,0,0
2024-04-08 00:00:00,4,13,Age-Costed,26,3,2-Year,0,2
2024-04-08 00:00:00,4,14,Age-Costed,26,2,2-Year,0,0
2024-04-08 00:00:00,4,14,Age-Costed,8,2,2-Year,0,0
2024-04-08 00:00:00,4,16,Age-Costed,8,4,2-Year,0,0
2024-04-08 00:00:00,4,20,Level,13,4,Full,0,0
2024-04-08 00:00:00,4,20,Level,4,4,Full,0,0
2024-04-08 00:00:00,4,21,Age-Costed,4,2,2-Year,0,0
2024-04-08 00:00:00,4,21,Level,4,3,Full,0,0
2024-04-08 00:00:00,4,25,Level,52+,3,2-Year,0,0
2024-04-08 00:00:00,4,25,Level,8,2,2-Year,0,0
2024-04-08 00:00:00,4,26,Age-Costed,4,4,2-Year,0,6
2024-04-08 00:00:00,4,26,Level,26,2,2-Year,0,0
2024-04-08 00:00:00,4,28,Level,4,2,Full,0,0
2024-04-08 00:00:00,4,29,Level,8,2,Full,0,0
2024-04-08 00:00:00,4,30,Level,13,2,2-Year,0,0
2024-04-08 00:00:00,4,31,Level,4,1,Full,0,2
2024-04-08 00:00:00,4,31,Level,52+,3,Full,0,0
2024-04-08 00:00:00,4,33,Level,13,4,2-Year,0,0
2024-04-08 00:00:00,4,34,Level,52+,1,2-Year,0,0
2024-04-08 00:00:00,4,36,Level,8,4,2-Year,0,0
2024-04-08 00:00:00,4,37,Level,13,3,2-Year,0,0
2024-04-08 00:00:00,4,38,Level,13,3,Full,2,2
2024-04-08 00:00:00,4,43,Level,52+,2,Full,0,2
2024-04-08 00:00:00,4,49,Level,26,3,2-Year,0,0
2024-04-08 00:00:00,4,49,Level,26,3,Full,0,0
2024-04-08 00:00:00,4,58,Age-Costed,4,3,2-Year,0,0
2024-04-08 00:00:00,4,58,Level,52+,1,Full,0,0
2024-04-08 00:00:00,4,64,Level,26,1,2-Year,0,0
2024-04-08 00:00:00,4,64,Level,26,2,Full,0,0
2024-04-08 00:00:00,4,69,Level,13,2,Full,0,2
2024-04-08 00:00:00,4,73,Level,8,1,Full,0,0
2024-04-08 00:00:00,4,76,Level,4,2,2-Year,0,2
2024-04-08 00:00:00,4,76,Level,8,1,2-Year,0,0
2024-04-08 00:00:00,4,86,Level,4,4,2-Year,0,0
2024-04-08 00:00:00,4,118,Level,13,1,2-Year,0,2
2024-04-08 00:00:00,4,132,Level,4,3,2-Year,0,0
2024-04-08 00:00:00,4,161,Level,26,1,Full,0,2
2024-04-08 00:00:00,4,161,Level,4,1,2-Year,0,4
2024-04-08 00:00:00,4,232,Level,13,1,Full,0,4
2024-04-15 00:00:00,1,0,Age-Costed,0-1,2,2-Year,0,0
2024-04-15 00:00:00,1,0,Age-Costed,52+,2,2-Year,0,0
2024-04-15 00:00:00,1,0,Age-Costed,52+,4,2-Year,0,0
2024-04-15 00:00:00,1,0,Age-Costed,8,2,2-Year,0,0
2024-04-15 00:00:00,1,0,Level,13,2,2-Year,0,0
2024-04-15 00:00:00,1,0,Level,13,3,2-Year,0,2
2024-04-15 00:00:00,1,0,Level,13,4,2-Year,0,2
2024-04-15 00:00:00,1,0,Level,26,2,2-Year,0,0
2024-04-15 00:00:00,1,0,Level,26,3,2-Year,0,0
2024-04-15 00:00:00,1,0,Level,26,4,2-Year,0,0
2024-04-15 00:00:00,1,0,Level,26,4,Full,0,0
2024-04-15 00:00:00,1,0,Level,4,2,2-Year,0,4
2024-04-15 00:00:00,1,0,Level,52+,1,2-Year,0,0
2024-04-15 00:00:00,1,0,Level,52+,2,2-Year,0,2
2024-04-15 00:00:00,1,0,Level,52+,2,Full,0,0
2024-04-15 00:00:00,1,0,Level,52+,3,2-Year,0,0
2024-04-15 00:00:00,1,0,Level,52+,4,2-Year,0,0
2024-04-15 00:00:00,1,0,Level,52+,4,Full,0,0
2024-04-15 00:00:00,1,0,Level,8,2,2-Year,0,0
2024-04-15 00:00:00,1,0,Level,8,3,2-Year,0,2
2024-04-15 00:00:00,1,1,Level,26,1,2-Year,0,6
2024-04-15 00:00:00,1,1,Level,8,1,2-Year,0,0
2024-04-15 00:00:00,1,2,Age-Costed,0-1,2,Full,0,0
2024-04-15 00:00:00,1,2,Age-Costed,52+,4,Full,0,0
2024-04-15 00:00:00,1,2,Age-Costed,8,2,Full,0,0
2024-04-15 00:00:00,1,2,Level,13,1,2-Year,0,2
2024-04-15 00:00:00,1,2,Level,52+,1,Full,0,6
2024-04-15 00:00:00,1,2,Level,52+,3,Full,0,0
2024-04-15 00:00:00,1,2,Level,8,2,Full,0,0
2024-04-15 00:00:00,1,3,Age-Costed,26,4,2-Year,0,0
2024-04-15 00:00:00,1,3,Age-Costed,8,3,2-Year,0,0
2024-04-15 00:00:00,1,3,Level,13,2,Full,0,2
2024-04-15 00:00:00,1,3,Level,13,4,Full,0,2
2024-04-15 00:00:00,1,4,Age-Costed,0-1,1,2-Year,0,0
2024-04-15 00:00:00,1,4,Age-Costed,0-1,3,2-Year,0,0
2024-04-15 00:00:00,1,4,Age-Costed,0-1,4,2-Year,0,0
2024-04-15 00:00:00,1,4,Age-Costed,0-1,4,Full,0,0
2024-04-15 00:00:00,1,4,Age-Costed,13,2,2-Year,0,0
2024-04-15 00:00:00,1,5,Age-Costed,52+,3,2-Year,0,0
2024-04-15 00:00:00,1,5,Level,8,3,Full,0,2
2024-04-15 00:00:00,1,5,Level,8,4,2-Year,0,2
2024-04-15 00:00:00,1,6,Age-Costed,26,4,Full,0,0
2024-04-15 00:00:00,1,6,Level,26,2,Full,0,0
2024-04-15 00:00:00,1,7,Age-Costed,0-1,3,Full,0,0
2024-04-15 00:00:00,1,7,Age-Costed,13,3,2-Year,0,2
2024-04-15 00:00:00,1,7,Age-Costed,4,2,2-Year,0,2
2024-04-15 00:00:00,1,8,Level,13,3,Full,0,2
2024-04-15 00:00:00,1,8,Level,8,4,Full,0,0
2024-04-15 00:00:00,1,9,Age-Costed,26,2,2-Year,0,0
2024-04-15 00:00:00,1,9,Age-Costed,52+,3,Full,0,0
2024-04-15 00:00:00,1,9,Age-Costed,8,3,Full,0,0
2024-04-15 00:00:00,1,10,Age-Costed,0-1,1,Full,0,0
2024-04-15 00:00:00,1,10,Level,8,1,Full,0,2
2024-04-15 00:00:00,1,11,Level,26,1,Full,0,6
